month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2014-02	8.79	-1.4	
2014-03	8.05	-40.43	
2014-04	8.26	-32.27	
2014-05	7.34	-74.02	
2014-06	7.46	-71.74	
2014-07	7.98	-46.7	
2014-08	8.32	-4.85	
2014-09	8.77	14.54	
2014-10	10.17	45.49	
2014-11	11.28	73.79	
2014-12	10.36	73.56	
2015-01	9.79	59.69	
2015-02	10.14	66.78	
2015-03	12.73	91.19	
2015-04	15.96	95.11	
2015-05	18.16	95	
2015-06	22.83	93.45	
2015-07	15.8	69	
2015-08	14.61	47.62	
2015-09	11.87	6.16	
2015-10	14.34	13.13	
2015-11	15.54	28.66	
2015-12	16.74	53.53	
2016-01	12.44	-8.03	
2016-02	11.52	-38.21	
2016-03	11.61	-56.06	
2016-04	12.52	-52.1	
2016-05	11.13	-75.6	
2016-06	13.68	-40.27	
2016-07	13.73	0.26	
2016-08	12.78	-21.58	
2016-09	12.55	-35.89	
2016-10	12.91	-20.54	
2016-11	13.03	-1.18	
2016-12	11.91	-50.32	
2017-01	11.56	-71.78	
2017-02	11.74	-68.5	
2017-03	11.82	-57.84	
2017-04	10.69	-81.7	
2017-05	9.22	-94.6	
2017-06	8.52	-94.77	
2017-11	24.51	-19.94	
2017-12	48.55	94.52	
2018-01	50.38	91.64	
2018-02	56.06	97.07	
2018-03	47.21	80.28	
2018-04	40.84	62.7	
2018-05	34.78	44.57	
2018-06	31.63	29.55	
2018-07	27.49	-0.81	
2018-08	23.77	-23.64	
2018-09	27.5	-19.13	
2018-10	22	-46.68	
2018-11	23.01	-48.22	
2018-12	21.71	-73.97	
2019-01	20.47	-83.77	
2019-02	23.39	-63.69	
2019-03	26.67	-16.11	
2019-04	25.19	-7.31	
2019-05	21.26	-53.48	
2019-06	21.13	-68.42	
2019-07	20.74	-74.81	
2019-08	18.83	-84.42	
2019-09	24.34	-33.44	
2019-10	23.82	-2.48	
2019-11	21.67	-21.56	
2019-12	21.93	-33.56	
2020-01	24.21	24.83	
2020-02	24.45	34.24	
2020-03	20.88	-3.08	
2020-04	19.46	-54.17	
2020-05	17.89	-75.15	
2020-06	18.54	-72.23	
2020-07	19.81	-59.16	
2020-08	19.08	-70.92	
2020-09	17.66	-88.47	
2020-10	16.76	-94.14	
2020-11	15.6	-94.9	
2020-12	16.42	-81.99	
2021-01	17.03	-68.53	
2021-02	16.02	-79.29	
2021-03	14.48	-94.6	
2021-04	13.61	-94.69	
2021-05	12.26	-97.92	
2021-06	12.22	-92.52	
2021-07	12.53	-81.33	
2021-08	12.1	-92.29	
2021-09	12.23	-80.31	
2021-10	11.91	-93.14	
2021-11	12.15	-76.09	
2021-12	12.27	-61.1	
2022-01	12.18	-27.72	
2022-02	10.71	-93.25	
2022-03	10.34	-97.44	
2022-04	8.95	-99.72	
2022-05	8.2	-95.3	
2022-06	8.38	-85.37	
2022-07	7.76	-95.07	
2022-08	7.46	-93.44	
2022-09	7.18	-94.13	
2022-10	6.83	-93.14	
2022-11	7.06	-82.79	
2022-12	6.77	-90.26	
2023-01	6.84	-86.1	
2023-02	9.79	-19.38	
2023-03	13.58	42.74	
2023-04	16.9	69.78	
2023-05	14.36	68.79	
2023-06	14.4	72.5	
2023-07	11.98	43.07	
2023-08	11.33	25.35	
2023-09	10.34	-5.8	
2023-10	9.27	-34.4	
2023-11	9.25	-43.95	
2023-12	8.98	-59.78	
2024-01	7.79	-73.38	
2024-02	7.56	-79.08	
2024-03	9.25	-52.55	
2024-04	8.36	-68.88	
2024-05	8.55	-61.3	
2024-06	7.88	-86.32	
2024-07	7.33	-91.73	
2024-08	7.12	-93.42	
2024-09	7.15	-89.19	
2024-10	8.65	-31.15	
2024-11	11.9	19.81	
2024-12	12.06	61	
2025-01	9.97	57.19	
