month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2022-05	22.16	-75.36	
2022-06	23.59	-65.31	
2022-07	21.18	-87.07	
2022-08	21.4	-85.79	
2022-09	19.53	-97.19	
2022-10	18.72	-91.74	
2022-11	20.23	-76.58	
2022-12	18.84	-87.34	
2023-01	18.53	-87.33	
2023-02	20.64	-47.14	
2023-03	22.06	-14.32	
2023-04	23.68	27.3	
2023-05	21.38	12.01	
2023-06	21.34	17.28	
2023-07	20.91	-3.74	
2023-08	20.48	-15.14	
2023-09	20.25	-39.87	
2023-10	18.61	-60.56	
2023-11	18.16	-68.47	
2023-12	17.11	-78.23	
2024-01	15.8	-90.79	
2024-02	14.59	-92.54	
2024-03	14.67	-90.69	
2024-04	13	-98.26	
2024-05	13.25	-89.55	
2024-06	14.37	-67.43	
2024-07	14.66	-52.06	
2024-08	15.08	-28.61	
2024-09	14.37	-47.27	
2024-10	22.75	34.67	
2024-11	22.48	54.21	
2024-12	20.77	56.17	
2025-01	18.55	47.82	
2025-02	18.14	31.96	
