month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2021-08	0.82	-71.74	
2021-09	0.78	-82.72	
2021-10	0.79	-81.53	
2021-11	1.04	-4.75	
2021-12	1.06	30.05	
2022-01	1.04	39.99	
2022-02	1	31.75	
2022-03	0.99	29.77	
2022-04	0.79	-19.27	
2022-05	0.84	-29.6	
2022-06	0.83	-38.52	
2022-07	0.75	-63.35	
2022-08	0.78	-62.73	
2022-09	0.75	-74.36	
2022-10	0.66	-88.89	
2022-11	0.9	-33.73	
2022-12	0.89	2.27	
2023-01	0.84	-1.56	
2023-02	0.8	-23.44	
2023-03	0.83	-30.09	
2023-04	0.96	50.24	
2023-05	0.79	4.87	
2023-06	0.8	-9.46	
2023-07	0.81	-25.04	
2023-08	0.71	-56.09	
2023-09	0.69	-69.29	
2023-10	0.69	-79.78	
2023-11	0.79	-48.5	
2023-12	0.8	-20.58	
2024-01	0.73	-49.23	
2024-02	0.68	-73.09	
2024-03	0.69	-75	
2024-04	0.64	-84.64	
2024-05	0.69	-66.38	
2024-06	0.74	-30.87	
2024-07	0.82	16.65	
2024-08	0.74	10.39	
2024-09	0.71	-28.1	
2024-10	0.94	60.61	
2024-11	0.94	75.3	
2024-12	0.96	82.67	
2025-01	0.92	75.69	
2025-02	0.95	88.39	
