month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2019-04	1.69	28.13	
2019-05	1.55	26.52	
2019-06	1.54	32.42	
2019-07	1.52	24.65	
2019-08	1.49	15.1	
2019-09	1.66	58.93	
2019-10	1.61	64.38	
2019-11	1.49	25.72	
2019-12	1.49	-15.99	
2020-01	1.65	42.69	
2020-02	1.58	46.79	
2020-03	1.46	26.83	
2020-04	1.46	-43.15	
2020-05	1.58	-3.17	
2020-06	1.61	32.77	
2020-07	1.75	68.91	
2020-08	2.01	89.92	
2020-09	2.16	95.94	
2020-10	2.33	98.05	
2020-11	2.61	98.04	
2020-12	2.54	86.72	
2021-01	2.7	91.16	
2021-02	3.16	97.14	
2021-03	3.02	89.56	
2021-04	3.15	89.2	
2021-05	3.09	82.84	
2021-06	3.01	62.88	
2021-07	2.76	26.99	
2021-08	2.94	33.04	
2021-09	2.83	25.67	
2021-10	2.63	-22.77	
2021-11	2.5	-40.91	
2021-12	2.69	-31.6	
2022-01	2.86	0.66	
2022-02	2.61	-36.38	
2022-03	2.4	-66.77	
2022-04	2.41	-70.02	
2022-05	2.33	-80.03	
2022-06	2.6	-52.51	
2022-07	2.61	-21.77	
2022-08	2.41	-64.21	
2022-09	2.55	-27.04	
2022-10	2.06	-76.23	
2022-11	2.01	-83.52	
2022-12	2.41	-51.42	
2023-01	2.59	-10.99	
2023-02	2.68	10.71	
2023-03	2.63	23.95	
2023-04	2.51	18.28	
2023-05	2.11	-39.42	
2023-06	1.96	-66.21	
2023-07	1.91	-80.44	
2023-08	2.03	-71.23	
2023-09	2.06	-59.02	
2023-10	1.88	-82.25	
2023-11	1.74	-93.79	
2023-12	1.43	-96	
2024-01	1.34	-97.4	
2024-02	1.35	-89.67	
2024-03	1.39	-79.97	
2024-04	1.25	-92.9	
2024-05	1.45	-64.06	
2024-06	1.28	-73.97	
2024-07	1.03	-96	
2024-08	1.02	-90.99	
2024-09	1	-90.93	
2024-10	1.35	-41.42	
2024-11	1.52	-5.61	
2024-12	1.57	16.96	
2025-01	1.41	14.63	
2025-02	1.4	17.86	
