month	ct_avg_Tdx收盘价	股东人数
2004-06	23.36	15590	
2004-09	17.83	13282	
2004-12	18.08	12271	
2005-03	17.53	13118	
2005-06	8.65	12827	
2005-09	12.04	10274	
2005-12	10.29	10944	
2006-03	10.97	9467	
2006-06	19.11	6162	
2006-09	23.11	6134	
2006-12	21.18	5071	
2007-03	33.57	3700	
2007-06	40.37	3996	
2007-09	51.74	3348	
2007-12	45.58	3285	
2008-03	47.41	3043	
2008-06	41.56	3112	
2008-09	34.3	4794	
2008-12	37.07	2635	
2009-03	42.06	9052	
2009-06	32.45	52661	
2009-09	50.55	49173	
2009-12	56.59	59228	
2010-03	64.37	23405	
2010-06	48.01	34372	
2010-09	50.38	37822	
2010-12	49.21	53638	
2011-03	43.25	62576	
2011-06	33.39	62662	
2011-09	24.79	70156	
2011-12	24.85	61549	
2012-03	25.1	60579	
2012-06	24.03	59187	
2012-09	25.76	54463	
2012-12	19.64	56550	
2013-03	24.76	51089	
2013-06	24.44	51074	
2013-09	27.19	49887	
2013-12	27.53	48351	
2014-03	26.83	52345	
2014-06	25.49	50588	
2014-09	27.76	47440	
2014-12	34.95	40825	
2015-03	39.73	34835	
2015-06	56.65	45111	
2015-09	36.87	40228	
2015-12	41.75	35393	
2016-03	42.65	34530	
2016-06	34.13	39849	
2016-09	36.84	45024	
2016-12	35.19	43207	
2017-02	35.42	42651	
2017-03	36.46	41076	
2017-06	36.15	48876	
2017-09	27.79	77894	
2017-12	27.82	66144	
2018-03	28.35	53346	
2018-05	33.91	43000	
2018-06	33.48	44543	
2018-07	34.43	44000	
2018-08	32.51	47333.33	
2018-09	34.93	44471	
2018-10	35.77	47666.67	
2018-11	37.37	48000	
2018-12	35.49	54599.67	
2019-01	32.16	55000	
2019-02	36.31	45500	
2019-03	41.84	42863	
2019-04	43.84	44000	
2019-05	42.33	40000	
2019-06	34.71	41588	
2019-07	31.36	45000	
2019-08	32.03	47000	
2019-09	33.1	50956.33	
2019-10	36.22	46666.67	
2019-11	35.86	55000	
2019-12	33.53	61972.5	
2020-01	34.27	65000	
2020-02	40.9	76000	
2020-03	43.68	59221.5	
2020-04	47.34	67000	
2020-05	39.42	81333.33	
2020-06	44.2	88333.33	
2020-07	52.88	119333.33	
2020-08	59.55	160000	
2020-09	52.21	156828.5	
2020-10	56.49	160000	
2020-11	43.98	200000	
2020-12	43.54	213504	
2021-01	48.8	180000	
2021-02	47.65	175000	
2021-03	39.9	190709	
2021-05	39.56	210000	
2021-06	37.6	222426	
2021-07	37.36	220000	
2021-09	28.82	215594	
2021-10	29.42	205000	
2021-11	29.7	210000	
2021-12	28.62	219997	
2022-03	23.25	217974.5	
2022-05	17.62	230000	
2022-06	20.73	222008.5	
2022-07	21.84	210000	
2022-09	18.91	215471	
2022-11	19.39	210000	
2022-12	21.25	207982	
2023-01	22.96	195000	
2023-03	21.99	189068	
2023-04	23.79	170000	
2023-06	22.02	171737	
2023-07	22.22	165000	
2023-09	21.62	160676	
2023-10	22.3	160000	
2023-11	23.25	156000	
2023-12	22.86	157883.5	
2024-01	19.67	158000	
2024-02	18.91	158000	
2024-03	19.95	155714	
2024-04	19.08	157666.67	
2024-05	19.27	156500	
2024-06	17.07	157533	
2024-07	16.06	157500	
2024-08	15.59	156000	
2024-09	14.9	156695	
2024-10	16.54	156500	
2024-11	17.06	153000	
