month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2006-08	2.21	84.46	
2006-09	2.55	92.69	
2006-10	2.82	96.53	
2006-11	2.59	80.4	
2006-12	2.81	89.41	
2007-01	4.02	99.06	
2007-02	4.85	98.51	
2007-03	4.91	95.05	
2007-04	5.41	95.53	
2007-05	5.73	95.04	
2007-06	6.83	97.66	
2007-07	6.88	91.07	
2007-08	8.32	95.96	
2007-09	7.66	81.03	
2007-10	7.21	67.66	
2007-11	7.27	59.9	
2007-12	8.48	85.04	
2008-01	10.32	94.03	
2008-02	9.81	85.59	
2008-03	8.32	59.31	
2008-04	7.51	21.13	
2008-05	7.42	5.67	
2008-06	5.94	-28.3	
2008-07	6.55	-28.73	
2008-08	6.65	-31.72	
2008-09	6.13	-53.52	
2008-10	6.03	-70.36	
2008-11	6.02	-70.09	
2008-12	7.54	-7.3	
2009-01	8.04	25.89	
2009-02	8.26	47.01	
2009-03	7.81	41.64	
2009-04	7.86	48.68	
2009-05	8.39	67.31	
2009-06	9.31	86.12	
2009-07	9.55	88.66	
2009-08	8.67	65.14	
2009-09	9.41	75	
2009-10	9.87	86.72	
2009-11	10.99	97.11	
2009-12	10.98	88.12	
2010-01	11.45	94.6	
2010-02	11.85	95.89	
2010-03	12.39	93.21	
2010-04	13.35	96.26	
2010-05	12.24	75.54	
2010-06	12.31	74.2	
2010-07	9.82	9.46	
2010-08	10.24	-11.36	
2010-09	10.16	-23.64	
2010-10	10.29	-32.59	
2010-11	10.6	-18.63	
2010-12	10.56	-17.62	
2011-01	10.18	-26.61	
2011-02	9.79	-65.77	
2011-03	9.89	-69.72	
2011-04	8.73	-90.32	
2011-05	6.95	-98.47	
2011-06	6.01	-97.79	
2011-07	6.79	-80.27	
2011-08	6.54	-82.61	
2011-09	6.16	-93.71	
2011-10	6.34	-81.36	
2011-11	6.91	-45.13	
2011-12	5.94	-71.31	
2012-01	5	-94.82	
2012-02	5.56	-82.32	
2012-03	6.18	-52.23	
2012-04	6.03	-55.36	
2012-05	5.57	-80.97	
2012-06	5.09	-90.67	
2012-07	5.17	-82.06	
2012-08	5.65	-53.45	
2012-09	5.86	-15.98	
2012-10	5.9	3.18	
2012-11	5.84	8.85	
2012-12	5.82	10.37	
2013-01	6.47	48.88	
2013-02	6.43	54.52	
2013-03	6.16	49.66	
2013-04	6.62	77.98	
2013-05	8.07	93.3	
2013-06	7.4	82.09	
2013-07	7.05	70.73	
2013-08	6.86	50.04	
2013-09	7.03	55.73	
2013-10	6.8	32.59	
2013-11	6.23	-18.66	
2013-12	6.34	-28.12	
2014-01	7.24	17.69	
2014-02	7.63	50.56	
2014-03	7.1	38.69	
2014-04	6.6	-13.22	
2014-05	6.2	-44.91	
2014-06	6.03	-64.91	
2014-07	6.37	-59.16	
2014-08	6.84	-3.7	
2014-09	7.32	36.22	
2014-10	7.48	61.51	
2014-11	7.41	66.21	
2014-12	8.07	82.53	
2015-01	8.71	90.09	
2015-02	8.86	90.83	
2015-03	9.73	98.34	
2015-04	12.13	98.68	
2015-05	12.45	93.35	
2015-06	14.41	94.52	
2015-07	10.38	58.62	
2015-08	9.8	33.38	
2015-09	7.42	-16.29	
2015-10	9	-13.76	
2015-11	9.84	-1.74	
2015-12	10.1	5.78	
2016-01	8.43	-30.98	
2016-02	7.93	-54.82	
2016-03	7.75	-68.28	
2016-04	8.59	-58.26	
2016-05	7.95	-74.28	
2016-06	8.21	-65.36	
2016-07	8.57	-33.29	
2016-08	8.52	-20.26	
2016-09	8.6	2.41	
2016-10	8.7	14.45	
2016-11	9.04	45.62	
2016-12	9.77	62.01	
