month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2023-09	14.73	0.66	-0.17	28.93	-0.03	60.22	
2023-10	14.51	0.65	-0.17	0.53	-0.04	40.13	
2023-11	15.15	0.68	-0.13	43.34	0	72.32	
2023-12	14.85	0.66	-0.14	36.48	-0.01	63.27	
2024-01	14.66	0.66	-0.15	-11	-0.01	28.53	
2024-02	14.85	0.66	-0.14	-5.87	-0.01	32.91	
2024-03	14.71	0.66	-0.14	24.62	-0.01	34.99	
2024-04	13.49	0.6	-0.21	-62.14	-0.1	-38.08	
2024-05	13.88	0.62	-0.18	-72.99	-0.07	-50.36	
2024-06	13.94	0.63	-0.18	-72.98	-0.06	-51.13	
2024-07	13.75	0.63	-0.18	-80.82	-0.06	-44.45	
2024-08	14.16	0.65	-0.16	-51.46	-0.03	1.79	
2024-09	14.55	0.68	-0.13	-21.88	0.01	34.73	
2024-10	18.67	0.84	0.11	33.54	0.25	67.86	
2024-11	19.76	0.92	0.17	78.06	0.37	84.69	
2024-12	18.99	0.88	0.13	82.96	0.29	82.22	
2025-01	17.63	0.82	0.05	68.95	0.21	67.41	
