month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2009-08	19.75	-0.44	
2009-09	19.43	-0.44	
2009-10	20.31	-0.4	
2009-11	22.76	-0.32	
2009-12	26.13	-0.21	
2010-01	28.15	-0.15	
2010-02	27.71	-0.15	
2010-03	29.08	-0.1	
2010-04	33.01	0.02	
2010-05	21.73	-0.32	
2010-06	22.33	-0.3	
2010-07	21.35	-0.32	
2010-08	22.79	-0.27	
2010-09	25.32	-0.18	
2010-10	24.04	-0.22	
2010-11	24.27	-0.2	
2010-12	24.02	-0.2	
2011-01	21.17	-0.29	
2011-02	21.55	-0.27	
2011-03	21.06	-0.28	
2011-04	20.15	-0.3	
2011-05	20.09	-0.3	
2011-06	20.26	-0.29	
2011-07	22.18	-0.21	
2011-08	23.27	-0.17	
2011-09	22.94	-0.17	
2011-10	21.96	-0.2	
2011-11	21.48	-0.21	
2011-12	18.41	-0.32	
2012-01	16.62	-0.38	
2012-02	18.2	-0.32	
2012-03	19.67	-0.26	
2012-04	18.58	-0.29	
2012-05	16.07	-0.38	
2012-06	15.63	-0.4	
2012-07	14.48	-0.44	
2012-08	14.83	-0.42	
2012-09	14.7	-0.42	
2012-10	14.06	-0.45	
2012-11	11.04	-0.56	
2012-12	9.21	-0.63	
2013-01	10.18	-0.59	
2013-02	10	-0.6	
2013-03	10.23	-0.59	
2013-04	9.64	-0.61	
2013-05	10.21	-0.58	
2013-06	10.08	-0.59	
2013-07	9.7	-0.6	
2013-08	12.87	-0.47	
2013-09	13.5	-0.44	
2013-10	13.99	-0.42	
2013-11	12.48	-0.48	
2013-12	13.72	-0.43	
2014-01	15.76	-0.35	
2014-02	20.98	-0.13	
2014-03	19.98	-0.17	
2014-04	16.8	-0.3	
2014-05	13.34	-0.45	
2014-06	14.24	-0.41	
2014-07	14.89	-0.38	
2014-08	15.84	-0.34	
2014-09	16.23	-0.32	
2014-10	17.17	-0.28	
2014-11	21.22	-0.11	
2014-12	26.23	0.1	
2015-01	33.1	0.38	
2015-02	39.46	0.64	
2015-03	41.52	0.71	
2015-04	45.01	0.84	
2015-05	47.94	0.95	
2015-06	60.27	1.43	
2015-07	43.77	0.76	
2015-08	34.51	0.39	
2015-09	24.77	0.01	
2015-10	29.79	0.22	
2015-11	31.53	0.3	
2015-12	30.43	0.27	
2016-01	21.94	-0.07	
2016-02	19.53	-0.17	
2016-03	19.19	-0.17	
2016-04	20.62	-0.1	
2016-05	17.9	-0.21	
2016-06	18.98	-0.14	
2016-07	21.11	-0.03	
2016-08	24.58	0.13	
2016-09	23.24	0.08	
2016-10	23.13	0.07	
2016-11	23.91	0.11	
2016-12	22.38	0.04	
2017-01	19.88	-0.07	
2017-02	19.07	-0.11	
2017-03	18.89	-0.12	
2017-04	17.91	-0.16	
2017-05	15.82	-0.26	
2017-06	16.06	-0.25	
2017-07	16.81	-0.21	
2017-08	19.25	-0.09	
2017-09	24.5	0.15	
2017-10	23.03	0.08	
2017-11	22.71	0.07	
2017-12	21.14	-0.01	
2018-01	21.99	0.03	
2018-02	27.14	0.27	
2018-03	37.62	0.74	
2018-04	35.92	0.66	
2018-05	27.89	0.29	
2018-06	23.76	0.1	
2018-07	25.3	0.17	
2018-08	26.92	0.25	
2018-09	27.2	0.26	
2018-10	23.95	0.11	
2018-11	24.77	0.15	
2018-12	23.03	0.06	
2019-01	24.44	0.13	
2019-02	28.02	0.29	
2019-03	34.4	0.58	
2019-04	33.54	0.53	
2019-05	23.55	0.08	
2019-06	24.59	0.12	
2019-07	26.94	0.23	
2019-08	30.04	0.36	
2019-09	33.76	0.52	
2019-10	30.91	0.38	
2019-11	29.13	0.3	
2019-12	29	0.29	
2020-01	31.84	0.41	
2020-02	41.4	0.82	
2020-03	44.15	0.92	
2020-04	43.86	0.89	
2020-05	41.97	0.79	
2020-06	38.15	0.61	
2020-07	47.56	0.99	
2020-08	44.5	0.84	
2020-09	39.18	0.6	
2020-10	42.95	0.74	
2020-11	45.61	0.82	
2020-12	43.73	0.73	
2021-01	45.84	0.79	
2021-02	40.53	0.57	
2021-03	34.22	0.31	
2021-04	35.47	0.34	
2021-05	34.2	0.28	
2021-06	33.55	0.25	
2021-07	33.5	0.24	
2021-08	37.96	0.39	
2021-09	32.91	0.19	
2021-10	32.78	0.18	
2021-11	31.84	0.14	
2021-12	34.83	0.23	
2022-01	36.92	0.3	
2022-02	33.16	0.16	
2022-03	26.21	-0.09	
2022-04	20.18	-0.3	
2022-05	18.5	-0.36	
2022-06	20.02	-0.31	
2022-07	20.64	-0.29	
2022-08	20.89	-0.28	
2022-09	18.9	-0.35	
2022-10	20.14	-0.31	
2022-11	24.45	-0.16	
2022-12	22.82	-0.22	
2023-01	24.41	-0.17	
2023-02	24.45	-0.17	
2023-03	25.76	-0.12	
2023-04	23.87	-0.19	
2023-05	20.18	-0.31	
2023-06	21.02	-0.28	
2023-07	19.24	-0.33	
2023-08	18.32	-0.36	
2023-09	17.07	-0.4	
2023-10	16.29	-0.42	
2023-11	17.23	-0.38	
2023-12	17.4	-0.37	
2024-01	14.07	-0.48	
2024-02	11.52	-0.58	
2024-03	12.68	-0.53	
2024-04	11.44	-0.57	
2024-05	11.53	-0.57	
2024-06	10.62	-0.6	
2024-07	9.31	-0.65	
2024-08	8.73	-0.67	
2024-09	8.93	-0.66	
2024-10	11.49	-0.56	
2024-11	12.57	-0.52	
2024-12	12.25	-0.53	
2025-01	10.1	-0.61	
2025-02	12	-0.53	
