month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2010-04	10.64	1.35	
2010-05	8.84	0.92	
2010-06	8.18	0.75	
2010-07	7.75	0.64	
2010-08	8.64	0.8	
2010-09	9.41	0.92	
2010-10	12.69	1.53	
2010-11	11.76	1.3	
2010-12	11.74	1.25	
2011-01	11.82	1.22	
2011-02	12.12	1.23	
2011-03	11.88	1.14	
2011-04	11.46	1.03	
2011-05	9.93	0.73	
2011-06	9.96	0.71	
2011-07	10.77	0.82	
2011-08	9.94	0.65	
2011-09	8.91	0.46	
2011-10	8.04	0.31	
2011-11	8.03	0.29	
2011-12	6.87	0.09	
2012-01	7.16	0.13	
2012-02	7.93	0.24	
2012-03	7.81	0.21	
2012-04	7.54	0.15	
2012-05	7.85	0.19	
2012-06	7.39	0.11	
2012-07	6.93	0.03	
2012-08	6.47	-0.04	
2012-09	6.69	-0.02	
2012-10	6.71	-0.02	
2012-11	6.35	-0.08	
2012-12	6.77	-0.03	
2013-01	7.6	0.08	
2013-02	7.86	0.11	
2013-03	7.06	-0.01	
2013-04	6.54	-0.09	
2013-05	6.46	-0.11	
2013-06	5.66	-0.22	
2013-07	4.98	-0.32	
2013-08	5.34	-0.27	
2013-09	5.32	-0.28	
2013-10	4.94	-0.34	
2013-11	4.73	-0.37	
2013-12	4.65	-0.38	
2014-01	4.31	-0.43	
2014-02	4.28	-0.44	
2014-03	3.92	-0.48	
2014-04	3.99	-0.48	
2014-05	3.89	-0.49	
2014-06	3.83	-0.5	
2014-07	4.14	-0.46	
2014-08	4.51	-0.42	
2014-09	4.51	-0.42	
2014-10	4.44	-0.43	
2014-11	4.69	-0.4	
2014-12	5.75	-0.26	
2015-01	5.91	-0.24	
2015-02	5.72	-0.27	
2015-03	6.39	-0.19	
2015-04	7.31	-0.08	
2015-05	7.6	-0.05	
2015-06	8.51	0.06	
2015-07	5.36	-0.33	
2015-08	5.18	-0.35	
2015-09	4.56	-0.43	
2015-10	4.74	-0.4	
2015-11	5.04	-0.36	
2015-12	5.21	-0.34	
2016-01	4.42	-0.43	
2016-02	4.33	-0.43	
2016-03	4.8	-0.36	
2016-04	4.7	-0.37	
2016-05	4.35	-0.4	
2016-06	4.37	-0.39	
2016-07	5.01	-0.3	
2016-08	4.92	-0.31	
2016-09	4.7	-0.33	
2016-10	4.77	-0.32	
2016-11	6.17	-0.12	
2016-12	5.95	-0.15	
2017-01	5.98	-0.15	
2017-02	6.64	-0.06	
2017-03	6.09	-0.14	
2017-04	5.61	-0.21	
2017-05	5.04	-0.3	
2017-06	5.25	-0.27	
2017-07	6.03	-0.16	
2017-08	6.33	-0.11	
2017-09	6.39	-0.1	
2017-10	6.14	-0.14	
2017-11	5.77	-0.18	
2017-12	6.01	-0.14	
2018-01	6.76	-0.03	
2018-02	6.49	-0.06	
2018-03	6.01	-0.12	
2018-04	5.75	-0.15	
2018-05	5.8	-0.14	
2018-06	5.57	-0.16	
2018-07	5.09	-0.23	
2018-08	4.94	-0.25	
2018-09	4.81	-0.26	
2018-10	4.54	-0.3	
2018-11	4.58	-0.29	
2018-12	4.5	-0.3	
2019-01	4.51	-0.29	
2019-02	4.92	-0.22	
2019-03	5.37	-0.14	
2019-04	5.56	-0.1	
2019-05	4.9	-0.19	
2019-06	5.15	-0.14	
2019-07	5.14	-0.14	
2019-08	4.99	-0.15	
2019-09	5.07	-0.13	
2019-10	4.93	-0.15	
2019-11	4.87	-0.15	
2019-12	5.3	-0.07	
2020-01	5.7	0.01	
2020-02	4.94	-0.12	
2020-03	4.6	-0.18	
2020-04	4.45	-0.2	
2020-05	4.4	-0.2	
2020-06	4.55	-0.17	
2020-07	5.4	-0.01	
2020-08	5.44	0	
2020-09	5.3	-0.02	
2020-10	5.14	-0.05	
2020-11	6.08	0.13	
2020-12	7.09	0.31	
2021-01	7.55	0.4	
2021-02	8.25	0.52	
2021-03	8.5	0.56	
2021-04	8.71	0.6	
2021-05	9.34	0.7	
2021-06	8.17	0.49	
2021-07	8.48	0.54	
2021-08	8.54	0.55	
2021-09	9.15	0.65	
2021-10	8.64	0.55	
2021-11	8.07	0.44	
2021-12	7.98	0.42	
2022-01	7.68	0.36	
2022-02	7.63	0.34	
2022-03	7.06	0.24	
2022-04	6.55	0.15	
2022-05	6.07	0.06	
2022-06	6.36	0.1	
2022-07	6	0.04	
2022-08	6.07	0.05	
2022-09	5.82	0	
2022-10	5.57	-0.05	
2022-11	6.07	0.04	
2022-12	6.23	0.06	
2023-01	6.61	0.12	
2023-02	6.99	0.18	
2023-03	6.96	0.17	
2023-04	7.36	0.23	
2023-05	6.91	0.16	
2023-06	6.77	0.13	
2023-07	7.02	0.17	
2023-08	7.12	0.19	
2023-09	7.31	0.22	
2023-10	6.72	0.13	
2023-11	6.57	0.1	
2023-12	6.36	0.06	
2024-01	6.6	0.1	
2024-02	6.9	0.14	
2024-03	7.92	0.31	
2024-04	9.47	0.55	
2024-05	9.7	0.57	
2024-06	8.95	0.44	
2024-07	8.5	0.36	
2024-08	7.7	0.23	
2024-09	7.54	0.2	
2024-10	8.64	0.36	
2024-11	8.38	0.31	
2024-12	8	0.25	
2025-01	7.89	0.23	
