month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2005-06	3.21	0.25	-0.51	-90.48	-0.48	-89.98	
2005-07	2.6	0.21	-0.59	-96.64	-0.56	-95.66	
2005-08	3.11	0.25	-0.5	-77.01	-0.47	-75.12	
2005-09	3.46	0.27	-0.43	-56.9	-0.41	-53.61	
2005-10	3.14	0.25	-0.47	-66.73	-0.46	-65.46	
2005-12	3.68	0.29	-0.37	-29.98	-0.36	-10.55	
2006-02	3.74	0.29	-0.35	-5.95	-0.34	17.54	
2006-03	3.71	0.29	-0.34	-0.35	-0.34	22.86	
2006-04	3.94	0.31	-0.3	24.44	-0.28	41.16	
2006-05	5.53	0.44	-0.01	50.99	0.02	69.25	
2006-06	5.16	0.41	-0.07	57.71	-0.05	74.92	
2006-07	5.79	0.46	0.05	81.55	0.07	88.18	
2006-08	5.32	0.42	-0.03	72.32	-0.02	74.18	
2006-09	5.44	0.43	-0.01	70.11	0	72.41	
2006-10	5.7	0.45	0.04	85.29	0.05	85.5	
2006-11	5.54	0.44	0.01	76.23	0.02	73.34	
2006-12	5.66	0.45	0.04	77.93	0.05	71.13	
2007-01	7.57	0.6	0.39	98.39	0.4	94.51	
2007-02	8.21	0.65	0.5	95.71	0.51	94.88	
2007-03	9.97	0.79	0.8	98.9	0.8	98.54	
2007-04	12.93	1.02	1.3	99.29	1.32	99.32	
2007-05	14.69	1.16	1.57	98.41	1.58	98.41	
2007-06	13.22	1.05	1.28	84.52	1.28	84.22	
2007-07	12.62	1	1.15	70.78	1.17	70.46	
2007-08	15.84	1.25	1.65	92.39	1.66	91.81	
2007-09	18.52	1.46	2.03	96.7	2.04	96.34	
2007-10	17.3	1.37	1.77	84.52	1.8	84.47	
2007-11	14.13	1.12	1.23	51.05	1.24	50.85	
2007-12	14.8	1.18	1.31	40.79	1.36	41.96	
2008-01	15.99	1.26	1.45	59.05	1.47	60.11	
2008-02	14.35	1.13	1.17	17.5	1.17	16.9	
2008-03	12.46	0.98	0.87	-13.56	0.88	-13.95	
2008-04	10.19	0.8	0.51	-41.79	0.51	-43.24	
2008-05	10.95	0.87	0.62	-43.44	0.64	-44.2	
2008-06	8.49	0.68	0.24	-72.77	0.26	-72.59	
2008-07	8.05	0.65	0.18	-80.71	0.2	-80.08	
2008-08	7.04	0.57	0.02	-90.56	0.06	-89.8	
2008-09	6.11	0.49	-0.11	-94.13	-0.09	-93.56	
2008-10	4.54	0.36	-0.34	-98.39	-0.33	-98.57	
2008-11	4.59	0.37	-0.33	-88.84	-0.31	-88.84	
2008-12	5.06	0.41	-0.26	-79.02	-0.24	-79.31	
2009-01	5.28	0.42	-0.23	-69.11	-0.22	-69.4	
2009-02	6.63	0.54	-0.03	-37.86	0	-36.74	
2009-03	6.42	0.52	-0.06	-24.63	-0.04	-23.78	
2009-04	7.19	0.58	0.05	5.94	0.07	6.76	
2009-05	7.53	0.61	0.1	22.37	0.13	23.81	
2009-06	7.57	0.62	0.1	33.52	0.15	37.26	
2009-07	9.15	0.75	0.33	54.47	0.39	55.24	
2009-08	8.92	0.73	0.29	54.34	0.35	56.16	
2009-09	8.97	0.73	0.29	58.16	0.33	59.46	
2009-10	9.64	0.78	0.38	72.04	0.42	76.28	
2009-11	11.19	0.91	0.6	90.39	0.65	91.71	
2009-12	11.98	0.98	0.7	87.31	0.75	87.5	
2010-01	11.99	0.98	0.69	89.02	0.75	89.51	
2010-02	12.08	0.98	0.68	87.44	0.72	86.79	
2010-03	12.6	1.03	0.74	95.15	0.81	94.1	
2010-04	13.53	1.11	0.85	96.61	0.91	95.71	
2010-05	12.27	1	0.66	73.48	0.69	71.96	
2010-06	11.3	0.93	0.52	37.22	0.58	38.02	
2010-07	11.29	0.93	0.5	18.87	0.55	20.41	
2010-08	12.91	1.07	0.7	60.11	0.78	63.31	
2010-09	13.76	1.14	0.79	72.65	0.87	74.58	
2010-10	15.74	1.3	1.03	87.5	1.1	89.12	
2010-11	15.84	1.31	1.01	89.69	1.08	89.41	
2010-12	16.07	1.33	1.02	89.63	1.11	89.32	
2011-01	15	1.24	0.86	66.74	0.94	67.01	
2011-02	17.49	1.44	1.14	89.41	1.22	88.69	
2011-03	17.88	1.48	1.16	90.14	1.24	90.22	
2011-04	17.71	1.47	1.11	87.45	1.19	87.22	
2011-05	16.45	1.36	0.93	59.78	1	58.63	
2011-06	15.39	1.31	0.78	25.55	0.9	29.85	
2011-07	15.77	1.34	0.8	17.99	0.91	26.78	
2011-08	14.02	1.19	0.59	-23.14	0.68	-16.65	
2011-09	13.33	1.14	0.5	-47.53	0.58	-39.5	
2011-10	12.03	1.03	0.34	-68.8	0.43	-65.46	
2011-11	11.85	1.01	0.31	-76.66	0.38	-71.79	
2011-12	10.35	0.88	0.14	-92.25	0.21	-90.5	
2012-01	9.87	0.84	0.08	-87.26	0.14	-86.97	
2012-02	10.68	0.91	0.16	-75	0.23	-74.06	
2012-03	11.42	0.97	0.23	-57.51	0.29	-56.7	
2012-04	11.01	0.94	0.18	-61.72	0.25	-61.87	
2012-05	10.5	0.89	0.12	-76.54	0.17	-76.66	
2012-06	9.81	0.84	0.04	-87.63	0.11	-88.17	
2012-07	8.53	0.76	-0.1	-93.06	0	-92.65	
2012-08	8.4	0.75	-0.11	-90.6	-0.01	-90.14	
2012-09	8.17	0.72	-0.14	-91.79	-0.05	-90.58	
2012-10	7.72	0.69	-0.18	-97.07	-0.1	-95.14	
2012-11	6.61	0.59	-0.3	-99.35	-0.23	-98.42	
2012-12	6.81	0.6	-0.28	-85.93	-0.22	-85.88	
2013-01	7.69	0.68	-0.19	-62.32	-0.12	-61.38	
2013-02	7.7	0.68	-0.19	-50.3	-0.12	-50.71	
2013-03	6.96	0.62	-0.27	-77.38	-0.19	-75.85	
2013-04	6.64	0.59	-0.3	-89.19	-0.24	-87.15	
2013-05	6.66	0.59	-0.3	-81.45	-0.24	-81.62	
2013-06	5.95	0.53	-0.38	-91.49	-0.32	-89.71	
2013-07	5.37	0.48	-0.44	-95.54	-0.38	-94.95	
2013-08	5.73	0.51	-0.4	-78.98	-0.35	-79.3	
2013-09	6.11	0.54	-0.36	-61.14	-0.32	-61.33	
2013-10	5.88	0.52	-0.39	-69.89	-0.34	-68.15	
2013-11	5.91	0.52	-0.38	-66.33	-0.34	-65.05	
2013-12	6.03	0.54	-0.37	-37.95	-0.32	-39.41	
2014-01	5.37	0.48	-0.44	-76.79	-0.4	-75.81	
2014-02	5.67	0.5	-0.41	-75.84	-0.38	-69.81	
2014-03	5.76	0.51	-0.41	-61.74	-0.36	-54.76	
2014-04	5.83	0.52	-0.4	-26.96	-0.35	-24.36	
2014-05	5.7	0.5	-0.42	-60.8	-0.38	-53.48	
2014-06	5.81	0.53	-0.41	-27.86	-0.35	-3.93	
2014-07	6.35	0.58	-0.35	34.98	-0.28	48.29	
2014-08	7.04	0.65	-0.28	70.36	-0.2	73.13	
2014-09	9.46	0.87	-0.04	87.8	0.06	87.29	
2014-10	9.33	0.86	-0.06	83.98	0.05	85.37	
2014-11	9.56	0.88	-0.04	91.52	0.06	91.43	
2014-12	10.5	0.96	0.05	94.29	0.16	93.98	
2015-01	10.34	0.95	0.03	88.79	0.13	88.84	
2015-02	10.09	0.93	0	77.26	0.11	76.67	
2015-03	11.66	1.07	0.15	94.52	0.26	94.56	
2015-04	14.01	1.29	0.37	98.89	0.5	98.77	
2015-05	13.95	1.29	0.35	91.84	0.5	90.27	
2015-10	11.18	1.16	0.08	72.22	0.32	42.12	
2015-11	11.07	1.03	0.07	55.82	0.17	-6.55	
2015-12	11.45	1.07	0.11	50.78	0.22	-21.74	
2016-01	10.19	0.95	-0.01	30.31	0.09	-35.14	
2016-02	9.89	0.92	-0.04	-8.99	0.06	-52.56	
2016-03	10.6	0.99	0.04	-9.12	0.14	-46.74	
2016-04	12.01	1.12	0.18	29.91	0.29	-15.18	
2016-05	10.94	1.02	0.08	14.88	0.17	-28.49	
2016-06	10.97	1.04	0.09	-7.01	0.2	-30.4	
2016-07	12.33	1.17	0.23	48.26	0.34	28.49	
2016-08	12.44	1.18	0.24	63	0.36	48.25	
2016-09	12.1	1.15	0.21	53.53	0.32	41.83	
2016-10	12.19	1.15	0.23	62.28	0.31	53.79	
2016-11	12.58	1.19	0.26	80.52	0.35	73.05	
2016-12	13.42	1.27	0.34	90.99	0.43	85.55	
2017-01	13.1	1.24	0.31	85.07	0.38	79.51	
2017-02	13.85	1.31	0.38	95.73	0.44	92.06	
2017-03	13.42	1.27	0.33	81.25	0.38	79.77	
2017-04	12.6	1.19	0.24	48.26	0.29	46.18	
2017-05	11.27	1.07	0.1	-8.35	0.15	-10.18	
2017-06	11.28	1.08	0.1	-29.3	0.15	-29.79	
2017-07	12.18	1.17	0.18	-21.17	0.24	-19.13	
2017-08	12.96	1.25	0.24	20.03	0.32	28.73	
2017-09	14.05	1.35	0.33	50.68	0.41	54.76	
2017-10	13.13	1.26	0.24	44.91	0.31	51.16	
2017-11	12.03	1.16	0.13	-7.47	0.2	-0.77	
2017-12	11.55	1.11	0.08	-41.41	0.14	-34.65	
2018-01	11.68	1.12	0.09	-52.03	0.14	-44.64	
2018-02	11.18	1.08	0.04	-73.33	0.1	-65.83	
2018-03	10.93	1.05	0.01	-79.63	0.07	-71.87	
2018-04	10.2	0.98	-0.06	-87.15	0	-82.24	
