month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2009-05	7.93	-0.16	
2009-06	7.8	-0.17	
2009-07	8.07	-0.13	
2009-08	7.95	-0.14	
2009-09	7.62	-0.17	
2009-10	7.79	-0.14	
2009-11	11.02	0.22	
2009-12	11.71	0.3	
2010-01	11.21	0.25	
2010-02	11.98	0.33	
2010-03	11.97	0.33	
2010-04	13.37	0.48	
2010-05	12.51	0.39	
2010-06	11.19	0.24	
2010-07	9.31	0.03	
2010-08	11.34	0.26	
2010-09	13.88	0.54	
2010-10	13.62	0.51	
2010-11	15.25	0.68	
2010-12	17.89	0.96	
2011-01	21.09	1.28	
2011-02	21.63	1.32	
2011-03	21.84	1.31	
2011-04	19.09	1	
2011-05	16.84	0.75	
2011-06	15.4	0.59	
2011-07	16.57	0.7	
2011-08	15.46	0.57	
2011-09	13.93	0.41	
2011-10	11.87	0.2	
2011-11	12.88	0.3	
2012-03	13.95	0.4	
2012-04	12.97	0.29	
2012-05	19.97	0.97	
2012-06	22.59	1.19	
2012-07	26.58	1.53	
2012-08	25.84	1.41	
2012-09	22.8	1.1	
2012-10	22.71	1.06	
2012-11	20.27	0.82	
2012-12	18.86	0.67	
2013-01	22.98	1.01	
2013-02	27	1.32	
2013-03	28.7	1.42	
2013-04	33.23	1.73	
2013-05	37.98	2.04	
2013-06	34.16	1.67	
2013-07	35.64	1.72	
2013-08	35.81	1.67	
2013-09	33.49	1.44	
2013-10	35.67	1.55	
2013-11	28.1	0.97	
2013-12	28.17	0.95	
2014-01	26.62	0.81	
2014-02	27.78	0.86	
2014-03	26.73	0.77	
2014-04	25.07	0.64	
2014-05	23.88	0.54	
2014-06	25.02	0.6	
2014-07	24.04	0.52	
2014-08	26.49	0.65	
2014-09	27.53	0.69	
2014-10	27.84	0.69	
2014-11	26.4	0.58	
2014-12	26.89	0.59	
2015-01	30.91	0.81	
2015-02	30.3	0.75	
2015-03	31.83	0.81	
2015-04	36.07	1.02	
2015-05	37.3	1.06	
2015-06	41.85	1.26	
2015-07	31.33	0.67	
2015-08	31.25	0.65	
2015-09	26.26	0.38	
2015-10	28.27	0.47	
2015-11	29.18	0.5	
2015-12	29.89	0.53	
2016-01	23.99	0.22	
2016-02	21.89	0.11	
2016-03	22.28	0.12	
2016-04	22.71	0.14	
2016-05	23.32	0.17	
2016-06	24.22	0.21	
2016-07	26.46	0.31	
2016-08	25.93	0.28	
2016-09	24.91	0.22	
2016-10	24.95	0.22	
2016-11	25.7	0.25	
2016-12	24.02	0.16	
2017-01	24.11	0.16	
2017-02	25.04	0.19	
2017-03	27.97	0.32	
2017-04	28.21	0.32	
2017-05	27.29	0.26	
2017-06	28.5	0.31	
2017-07	27.59	0.25	
2017-08	27.05	0.22	
2017-09	27.43	0.22	
2017-10	30.3	0.34	
2018-01	29.28	0.28	
2018-02	25.63	0.11	
2018-03	27.75	0.19	
2018-04	30	0.28	
2018-05	41.24	0.73	
2018-06	40.25	0.67	
2018-07	38.16	0.56	
2018-08	34.99	0.42	
2018-09	34.97	0.4	
2018-10	34.3	0.36	
2018-11	37.34	0.47	
2018-12	36.87	0.44	
2019-01	35.34	0.37	
2019-02	35.81	0.37	
2019-03	38.1	0.44	
2019-04	41.72	0.56	
2019-05	41.69	0.54	
2019-06	39.04	0.43	
2019-07	39.95	0.45	
2019-08	36.5	0.32	
2019-09	36.44	0.31	
2019-10	35.06	0.25	
2019-11	33.97	0.21	
2019-12	33.42	0.18	
2020-01	35.74	0.26	
2020-02	36.78	0.28	
2020-03	32.64	0.13	
2020-04	31.19	0.08	
2020-05	30.86	0.06	
2020-06	31.98	0.09	
2020-07	34.83	0.18	
2020-08	34.82	0.17	
2020-09	31.13	0.04	
2020-10	31.42	0.04	
2020-11	30.92	0.02	
2020-12	30.1	-0.01	
2021-01	29.58	-0.03	
2021-02	28.51	-0.06	
2021-03	28.72	-0.06	
2021-04	28.01	-0.08	
2021-05	31.17	0.02	
2021-06	30.88	0.01	
2021-07	32.7	0.06	
2021-08	30.42	-0.01	
2021-09	30.66	-0.01	
2021-10	29.93	-0.03	
2021-11	29.21	-0.05	
2021-12	30.82	0	
2022-01	32.5	0.06	
2022-02	29.81	-0.03	
2022-03	30.06	-0.02	
2022-04	29.31	-0.04	
2022-05	30.07	-0.02	
2022-06	30.89	0.01	
2022-07	29.96	-0.02	
2022-08	27.79	-0.09	
2022-09	26.63	-0.13	
2022-10	26.76	-0.13	
2022-11	28.89	-0.06	
2022-12	31.62	0.03	
2023-01	30.02	-0.03	
2023-02	30.4	-0.01	
2023-03	32.25	0.04	
2023-04	33.98	0.1	
2023-05	34.4	0.11	
2023-06	32.9	0.06	
2023-07	31.46	0.01	
2023-08	31.04	0	
2023-09	30.94	0	
2023-10	29.8	-0.04	
2023-11	29.78	-0.04	
2023-12	28.92	-0.06	
2024-01	28.16	-0.09	
2024-02	28.97	-0.06	
2024-03	29.46	-0.04	
2024-04	30.18	-0.02	
2024-05	32.22	0.04	
2024-06	30.4	-0.01	
2024-07	29.63	-0.04	
2024-08	29.35	-0.05	
2024-09	26.07	-0.16	
2024-10	28.65	-0.08	
2024-11	28.88	-0.07	
2024-12	28.86	-0.07	
2025-01	27.02	-0.13	
